epoch,DE,E,I,loss,mse_odd_even_sol,val_DE,val_E,val_I,val_loss,val_mse_odd_even_sol
174,52.85939025878906,"""[7.441119]""","""[0.9091721]""",7.449368953704834,0.004227174911648035,NA,NA,NA,NA,NA
175,53.14286804199219,"""[7.440799]""","""[0.91230065]""",7.448490619659424,0.004064273089170456,NA,NA,NA,NA,NA
176,53.44084930419922,"""[7.440548]""","""[0.915876]""",7.447624683380127,0.0038906121626496315,NA,NA,NA,NA,NA
177,53.74528503417969,"""[7.4403524]""","""[0.91980857]""",7.446783065795898,0.0037124676164239645,NA,NA,NA,NA,NA
178,54.0491943359375,"""[7.4401965]""","""[0.92400265]""",7.445971965789795,0.0035356369335204363,NA,NA,NA,NA,NA
179,54.34673309326172,"""[7.4400706]""","""[0.9283573]""",7.4452033042907715,0.003365156939253211,NA,NA,NA,NA,NA
180,54.633182525634766,"""[7.4399586]""","""[0.93277025]""",7.444478511810303,0.0032050805166363716,NA,NA,NA,NA,NA
181,54.90483474731445,"""[7.439849]""","""[0.9371397]""",7.443800449371338,0.003058381611481309,NA,NA,NA,NA,NA
182,55.1589469909668,"""[7.4397306]""","""[0.9413692]""",7.4431681632995605,0.002926894463598728,NA,NA,NA,NA,NA
183,55.39348220825195,"""[7.439595]""","""[0.94536906]""",7.442579746246338,0.002811404410749674,NA,NA,NA,NA,NA
184,55.6070556640625,"""[7.439431]""","""[0.94906116]""",7.442026138305664,0.002711789682507515,NA,NA,NA,NA,NA
185,55.79872131347656,"""[7.4392343]""","""[0.9523796]""",7.441502094268799,0.0026272418908774853,NA,NA,NA,NA,NA
186,55.96787643432617,"""[7.439]""","""[0.9552741]""",7.441000461578369,0.0025564907118678093,NA,NA,NA,NA,NA
187,56.11411666870117,"""[7.4387236]""","""[0.9577113]""",7.440511703491211,0.0024980343878269196,NA,NA,NA,NA,NA
188,56.237205505371094,"""[7.4384055]""","""[0.9596743]""",7.4400315284729,0.002450337167829275,NA,NA,NA,NA,NA
189,56.3370361328125,"""[7.4380465]""","""[0.9611629]""",7.439554691314697,0.0024119887966662645,NA,NA,NA,NA,NA
190,56.41362762451172,"""[7.4376507]""","""[0.9621931]""",7.439080238342285,0.0023817659821361303,NA,NA,NA,NA,NA
191,56.467140197753906,"""[7.4372187]""","""[0.96279407]""",7.438602924346924,0.002358689671382308,NA,NA,NA,NA,NA
192,56.49797439575195,"""[7.4367566]""","""[0.9630062]""",7.438125133514404,0.0023419810459017754,NA,NA,NA,NA,NA
193,56.50678253173828,"""[7.43627]""","""[0.96287906]""",7.437648296356201,0.002331007504835725,NA,NA,NA,NA,NA
194,56.49455261230469,"""[7.4357657]""","""[0.96246743]""",7.437174320220947,0.002325234701856971,NA,NA,NA,NA,NA
195,56.46266174316406,"""[7.435248]""","""[0.96182877]""",7.436705112457275,0.0023241406306624413,NA,NA,NA,NA,NA
196,56.41288757324219,"""[7.434723]""","""[0.9610213]""",7.43624210357666,0.002327162539586425,NA,NA,NA,NA,NA
197,56.347442626953125,"""[7.4341955]""","""[0.9601006]""",7.435787677764893,0.0023336783051490784,NA,NA,NA,NA,NA
198,56.26895523071289,"""[7.4336715]""","""[0.9591182]""",7.435342788696289,0.00234298687428236,NA,NA,NA,NA,NA
199,56.180362701416016,"""[7.4331536]""","""[0.9581202]""",7.43490743637085,0.0023543150164186954,NA,NA,NA,NA,NA
200,56.084869384765625,"""[7.4326477]""","""[0.95714605]""",7.434484004974365,0.002366859233006835,NA,NA,NA,NA,NA
201,55.985843658447266,"""[7.4321547]""","""[0.9562286]""",7.434070587158203,0.0023797873873263597,NA,NA,NA,NA,NA
202,55.88668441772461,"""[7.4316797]""","""[0.95539355]""",7.433669567108154,0.0023923206608742476,NA,NA,NA,NA,NA
203,55.79066467285156,"""[7.4312224]""","""[0.95465994]""",7.4332780838012695,0.0024037184193730354,NA,NA,NA,NA,NA
204,55.70085144042969,"""[7.4307857]""","""[0.95404065]""",7.432898044586182,0.0024133457336574793,NA,NA,NA,NA,NA
205,55.619964599609375,"""[7.4303665]""","""[0.95354366]""",7.432524681091309,0.0024206710513681173,NA,NA,NA,NA,NA
206,55.55027389526367,"""[7.4299674]""","""[0.9531721]""",7.432160377502441,0.002425283193588257,NA,NA,NA,NA,NA
207,55.493560791015625,"""[7.429585]""","""[0.9529257]""",7.431800842285156,0.002426902763545513,NA,NA,NA,NA,NA
208,55.45098114013672,"""[7.429223]""","""[0.9528013]""",7.431450843811035,0.0024253702722489834,NA,NA,NA,NA,NA
209,55.423179626464844,"""[7.4288745]""","""[0.95279413]""",7.431102752685547,0.0024206507951021194,NA,NA,NA,NA,NA
210,55.41019058227539,"""[7.4285417]""","""[0.95289737]""",7.430760383605957,0.0024128141812980175,NA,NA,NA,NA,NA
211,55.41151809692383,"""[7.428223]""","""[0.95310396]""",7.430422306060791,0.0024020285345613956,NA,NA,NA,NA,NA
212,55.42616653442383,"""[7.427916]""","""[0.95340586]""",7.430087089538574,0.0023885436821728945,NA,NA,NA,NA,NA
213,55.4527473449707,"""[7.42762]""","""[0.9537947]""",7.429754734039307,0.002372665097936988,NA,NA,NA,NA,NA
214,55.48955154418945,"""[7.4273353]""","""[0.9542614]""",7.429427146911621,0.002354759955778718,NA,NA,NA,NA,NA
