epoch,DE,E,I,loss,mse_odd_even_sol,y0,yL,val_DE,val_E,val_I,val_loss,val_mse_odd_even_sol,val_y0,val_yL
110,3.6252949939807877e-06,"""[-4.963614]""","""[1.3417023e-06]""",1.0000100135803223,0.9994549751281738,"""[[-0.00241204]]""","""[[0.00182496]]""",NA,NA,NA,NA,NA,NA,NA
111,2.0685015442722943e-06,"""[-5.653311]""","""[1.0874946e-06]""",1.0000076293945312,0.999695360660553,"""[[-0.00212538]]""","""[[0.00180244]]""",NA,NA,NA,NA,NA,NA,NA
112,1.5498694665438961e-06,"""[-6.506085]""","""[8.4075464e-07]""",1.000006079673767,0.9998049139976501,"""[[-0.00164436]]""","""[[0.00187206]]""",NA,NA,NA,NA,NA,NA,NA
113,4.50858306066948e-06,"""[-7.1538606]""","""[6.466897e-07]""",1.0000078678131104,0.9995644092559814,"""[[-0.0012636]]""","""[[0.0017551]]""",NA,NA,NA,NA,NA,NA,NA
114,1.6264189071080182e-06,"""[-9.222659]""","""[4.266205e-07]""",1.0000042915344238,0.9999439716339111,"""[[-0.00127378]]""","""[[0.00134826]]""",NA,NA,NA,NA,NA,NA,NA
115,7.66078483138699e-06,"""[-9.662723]""","""[3.2802177e-07]""",1.0000094175338745,0.9996034502983093,"""[[-0.00130851]]""","""[[0.00088535]]""",NA,NA,NA,NA,NA,NA,NA
116,3.822213784587802e-06,"""[-10.953397]""","""[2.849709e-07]""",1.0000056028366089,0.9997804760932922,"""[[-0.00095224]]""","""[[0.00120613]]""",NA,NA,NA,NA,NA,NA,NA
117,2.1393025235738605e-06,"""[-10.790044]""","""[3.0397626e-07]""",1.0000041723251343,0.9999074339866638,"""[[-0.00107223]]""","""[[0.00118662]]""",NA,NA,NA,NA,NA,NA,NA
118,4.474548404687084e-06,"""[-9.5935135]""","""[3.543276e-07]""",1.0000066757202148,0.9997131824493408,"""[[-0.00132364]]""","""[[0.00102085]]""",NA,NA,NA,NA,NA,NA,NA
119,1.7375250536133535e-06,"""[-9.22943]""","""[4.073566e-07]""",1.0000041723251343,0.9999024868011475,"""[[-0.00121886]]""","""[[0.00133881]]""",NA,NA,NA,NA,NA,NA,NA
120,2.6513773718761513e-06,"""[-8.371328]""","""[4.7482123e-07]""",1.0000053644180298,0.9997570514678955,"""[[-0.00120702]]""","""[[0.00148663]]""",NA,NA,NA,NA,NA,NA,NA
121,1.4313382052932866e-06,"""[-8.217963]""","""[5.0386615e-07]""",1.0000044107437134,0.9999368190765381,"""[[-0.00143284]]""","""[[0.0013752]]""",NA,NA,NA,NA,NA,NA,NA
122,2.263854639750207e-06,"""[-7.9595556]""","""[5.193736e-07]""",1.0000051259994507,0.9997940063476562,"""[[-0.00151531]]""","""[[0.00130083]]""",NA,NA,NA,NA,NA,NA,NA
123,1.3193339327699505e-06,"""[-8.280068]""","""[4.906182e-07]""",1.0000042915344238,0.9999642968177795,"""[[-0.00136141]]""","""[[0.00141339]]""",NA,NA,NA,NA,NA,NA,NA
124,2.2949175217945594e-06,"""[-8.507088]""","""[4.5050484e-07]""",1.000004768371582,0.9997931718826294,"""[[-0.00119928]]""","""[[0.00143926]]""",NA,NA,NA,NA,NA,NA,NA
125,1.5117517477847287e-06,"""[-9.333064]""","""[3.828974e-07]""",1.0000039339065552,0.9999747276306152,"""[[-0.0012532]]""","""[[0.00123722]]""",NA,NA,NA,NA,NA,NA,NA
126,2.512718992875307e-06,"""[-10.047707]""","""[3.2101843e-07]""",1.0000046491622925,0.9998456835746765,"""[[-0.00122227]]""","""[[0.00106451]]""",NA,NA,NA,NA,NA,NA,NA
127,2.895162879212876e-06,"""[-10.848286]""","""[2.7213576e-07]""",1.000004529953003,0.9998258948326111,"""[[-0.00095808]]""","""[[0.00116169]]""",NA,NA,NA,NA,NA,NA,NA
128,2.1105540781718446e-06,"""[-11.618024]""","""[2.420757e-07]""",1.000003695487976,0.9999390244483948,"""[[-0.00104943]]""","""[[0.00099431]]""",NA,NA,NA,NA,NA,NA,NA
129,2.023598881351063e-06,"""[-12.011965]""","""[2.2591824e-07]""",1.000003457069397,0.9999744296073914,"""[[-0.001002]]""","""[[0.00098581]]""",NA,NA,NA,NA,NA,NA,NA
130,2.742735659921891e-06,"""[-11.970558]""","""[2.2114682e-07]""",1.0000041723251343,0.999867856502533,"""[[-0.00089595]]""","""[[0.0010532]]""",NA,NA,NA,NA,NA,NA,NA
131,3.939477664971491e-06,"""[-11.117295]""","""[2.44097e-07]""",1.0000054836273193,0.9997851848602295,"""[[-0.00111283]]""","""[[0.00088865]]""",NA,NA,NA,NA,NA,NA,NA
132,3.0158894332998898e-06,"""[-9.939847]""","""[3.0884334e-07]""",1.0000048875808716,0.9997848272323608,"""[[-0.00098501]]""","""[[0.00123349]]""",NA,NA,NA,NA,NA,NA,NA
133,1.4012373412697343e-06,"""[-9.028842]""","""[3.8614795e-07]""",1.0000038146972656,0.9999516010284424,"""[[-0.00121143]]""","""[[0.00127694]]""",NA,NA,NA,NA,NA,NA,NA
